symbol,date,volume,close,open,high,low
QUBT,2007-02-01,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-02,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-05,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-06,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-07,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-08,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-09,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-12,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-13,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-14,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-15,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-16,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-20,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-21,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-22,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-23,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-26,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-27,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-02-28,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-01,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-02,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-05,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-06,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-07,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-08,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-09,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-12,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-13,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-14,0,4000.0,4000.0,4000.0,4000.0
QUBT,2007-03-15,1,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-16,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-19,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-20,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-21,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-22,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-23,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-26,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-27,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-28,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-29,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-03-30,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-02,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-03,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-04,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-05,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-09,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-10,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-11,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-12,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-13,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-16,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-17,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-18,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-19,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-20,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-23,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-24,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-25,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-26,1,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-27,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-04-30,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-01,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-02,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-03,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-04,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-07,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-08,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-09,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-10,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-11,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-14,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-15,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-16,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-17,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-18,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-21,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-22,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-23,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-24,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-25,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-29,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-30,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-05-31,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-01,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-04,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-05,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-06,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-07,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-08,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-11,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-12,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-13,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-14,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-15,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-18,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-19,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-20,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-21,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-22,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-25,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-26,0,5000.0,5000.0,5000.0,5000.0
QUBT,2007-06-27,0,5000.0,5000.0,5000.0,5000.0
